Avis
"EN DIRECT - Grosse panne chez Facebook, Instagram et WhatsApp ce mercredi 3 juillet"
"#High-tech : INNO - 5G, appareils connectés, piratage, jeux vidéo… L’actualité high-tech ne s’arrête presque jamais. Désormais, vous ne louperez plus rien des annonces importantes avec notre fil info dédié au secteur. Au menu ce mercredi : Facebook, Instagram, WhatsApp ou encore Messeng..."
  · 97366tu052mg4a5 goSpocf4ttnsoghrob6er15ed1  · Partagé avec Public
CE SOIR TOUT LE MONDE EST CONNECTÉ !Nous avons tous entendu ou lu quelque part ce soir que le groupe FACEBOOK a eu une « panne ».Qu’est-ce qui s’est réellement passé ?Qu’est-ce qui va désormais changer ?… Voir plus
Tchad AgoraLa Révolution du peuple Tchadien
  · 97366tu052mg4a5 goSpocf4ttnsoghrob6er15ed1  · Partagé avec Groupe public
LE CHAOS EST TERMINÉ! Vous êtes toujours là?On rattrape le temps perdu! Comment ça va? Remis de vos émotions? Comment a été votre journée sans réseaux sociau… Voir plus
Société Madame Violaine France
  · 97366tu052mg4a6 goSpocf4ttnsoghrob6er15ed1  · Partagé avec Public
"#PanneFacebook : addition salée pour #MarkZuckerberg Comme je vous le disais dans la vidéo publiée sur la chaîne BUSINESS ET NOBLESSE, la panne mondiale des réseaux sociaux a fait perdre 7 milliards de dollars à Mark Zuckerberg. Aïe ça fait mal…Attendez-vous à payer pour ces pertes dans les jours à venir ( publicités plus chères, certains services gratuits qui deviendront payants etc.) Il faut bien qu’il compense quelque part.Pendant ce temps, #elonmusk est passé en tête … Voir plus"
"Info ou intox ?Il paraît que les données de 1,5 MILLIARD d’utilisateurs de Facebook seraient proposés à la vente sur le dark web – rapport.Les identifiants d’utilisateur, les vrais noms, les adresses e-mail, les numéros de téléphone et les emplacements font partie des données de plus de 1,5 milliard de clients Facebook à vendre, selon un rapport publié lundi par le média de cybersécurité Privacy Affairs. Le prix courant a été cité à 5 000 $ pour un million de noms.… Voir plus"
  · 97366tu052mg4a7 goSpocf4ttnsoghrob6er15ed1  · Partagé avec Public
" La danse saturno-uranienne aura encore fait parler d'elle ! Dans ce dossier consacré au terrible duo (http:www.cinquiemesoleil.com...saturne-carre-uranus...), nous avions déjà mis en rapport le transit de Saturne au carré d'Uranus avec les pannes massives liées à l'informatique, l'électricité ou encore les nouvelles technologies. Nous en avions également fait récemment une petite mise à jour, notamment sur ce sujet précis d'une cyberattaque mondiale ici : https:ww… Voir plus"
  · la0utS5f1apio5nsl oc3to1oab6rta2e57rgedu77  · Partagé avec Public
"Facebook, Instagram et WhatsApp victimes d’une panne mondiale durant 6 heures Facebook vient de connaître la plus importante panne de son existence, ainsi que les réseaux Instagram, WhatsApp qui appartiennent au groupe Facebook. Un énorme problème technique durant lesquelles l’ensemble des services étaient totalement inaccessibles. … Voir plus"
L’employé de Mark hier Ah Mailit#PANNEFACEBOOK#PANNEINSTA#PANNEWHATSAPP … Voir plus
Avec PAS de Facebook! #jumeauxdionne #PanneFacebook #grossegaffe #shutdown
Les Indignés Paris Réelle Démocratie Maintenant
  · la0utS5f1apio5nsl ju3io1lal6rta2e57egtdu77  · Partagé avec Public
"La #PanneFacebook ces derniers jours. 02:54La panne mondiale de #Facebook, #Instagram et #WhatsApp a été résolue cette nuit sans que les entreprises ne donnent plus d'explications sur les raisons de cet énorme #bug   => https:www.jeanmarcmorandini.comarticle-395531-la-panne..."
"#Pannefacebook#webgospel#webdaysedition2 Selon plusieurs spécialistes, il pourrait s’agir d’un problème de DNS (Domain Name System ou « système de noms de domaine »), une sorte d’annuaire qui assure la jonction entre une adresse IP et un site web, explique Numerama."
Happiness FM: Franck Mansuy  Formateur - Animateur bien-être en entreprise
  · la0utS5f1apio6nsl oc3to1oab6rta2e57rgedu77  · Partagé avec Public
"La panne géante des réseaux sociaux vous a certainement réunis pour discuter, jouer à des jeux de société, etc... Il y a beaucoup de bon dans ce qui est arrivé. C'est surtout grâce à Happiness FM Plus sérieusement, Happiness FM a une application qui est destinée pour les entreprises. C'est une application bien-être, de prévention santé.Pour nous contacter, le lien est dans la bio E… Voir plus"
MESSENGERHappiness FM: Franck Mansuy  Formateur - Animateur bien-être en entreprise
"  · 2it4 nitovSpe6mbriucmoens,9o0 01fu9:iure0d00t3a240  · Partagé avec Public"
"[La panne Facebook en quelques chiffres]Il y a un mois, toutes les plateformes de Facebook ont décidé de nous faire une petite frayeur ! Mais quelles ont été les répercutions de cette panne mondiale ? Aujourd'hui, on vous propose de découvrir l'impact de la panne Facebook en quelques chiffres !#agence33degrés #facebook #pannefacebook #panneinstagram #réseauxsociaux #communitymanagement"
  · Satire Page  · 5t148it lSo16cp3icton3mohsobllrredeiu2u00f  · Partagé avec Public
"#IdéesReçues #CasSociaux #PanneFacebook Le mythe manichéen perdure... Mais la panne du 4 octobre a empêché Alex et ses semblables de poster ce genre de propos et de leur mettre des ""like"" ! Merci la panne !"
  · 5t148it lSo16cp3icton3mohsobllrredeiu2u00f  · Partagé avec Public
"#PanneFacebook et ses alliésJ'aimerais dire un mot à Marco. Ce qui s'est passé hier là était un échantillon. C'est un pébré que la #TeamFéodale a envoyé pour rendre justice à tous ses éléments que tu as eu à bloquer à plusieurs reprises.Il faut recommencer tes blocages encore, la prochaine fois, ça va durer une semaine. Trop c'est trop !Vive le Coq ! Y a pa cé cien qui peut se mettre sur le chemin du Roi de la basse-cour sans être inquieté. S'il y a cien, c'est qu'il a dé… Voir plus"
"Il y en a d'autres qui ont senti un sentiment de liberté et de vacances hier fin de journée ?  En tout cas, mon téléphone a pris du repos ... et je dois dire qu'après la journée qu'il avait eue, ça m'a fait du bien !#PanneFacebook #PanneWhatsApp #PanneMessenger"
Herba Femina un cycle plus serein · Voir la boutique
J'ai trouvé cette image sur Facebook et elle m'a fait tellement rire Bon j'avoue hier j'étais en panique pendant quelques minutes car je travaille via les réseaux sociaux donc prise de court j'étais complètement perdu Et vous comment avez vous vécu ce crash ? … Voir plus
  · 5126 uotS2a20acpt0c8o47nmobsruorca5mef5ecmd  · Partagé avec Public
LE CHAOS EST TERMINÉ! Vous êtes toujours là?On rattrape le temps perdu! Comment ça va? Remis de vos émotions? Comment a été votre journée sans réseaux sociaux? Vous avez survécu? On s'est ennuyé.… Voir plus
"Si vous ne voyez pas cette pochette, c'est peut-être parce que le serveur est de nouveau en pa#f4L #zuckerberg #PanneFacebook #julienclerc"
"#AdmistriActu Cela arrive même aux plus grands ! D'après cet article de IT-Connect (lien en commentaires), il semblerait que la panne venait d'une erreur de configuration sur le réseau .  L'occasion de rappeler que la maintenance de votre réseau informatique et de vos équipements est primordiale ! Malgré toutes les précautions que l'on puisse prendre, une erreur est vite arrivée et peut s'avérer dramatique pour votre entreprise. #i… Voir plus"
Vous nous avez manqué Nous revoilà! #pannefacebook #Facebookdown
  · Satire Page  · 5126 uotS2a20acpt0c8o47nmobsruorca5mef5ecmd  · Partagé avec Public
Tout s’explique enfin #pannefacebook
"J'ai failli ressortir mon Minitel.#pannefacebook, #pannegeantewhattesap"
google.comImage : Minitel 1 | Musée des ConfluencesRésultat m.museedesconfluences.fr trouvé sur Google
Image : Minitel 1 | Musée des Confluences
Résultat m.museedesconfluences.fr trouvé sur Google
  · mtS6gupcaon9l 1oc0l8tt3o3so7a3rtuebr2ed491  · Partagé avec Public
Découvrez quel a été le problème qui a provoqué la panne de Facebook et qui a surpris les internautes du monde entier le lundi 04 octobre ?https:bit.ly3lhByv2#facebook #PanneFacebook
  · mtS5gupcaon9l 1oc0l8tt3o3so7a3rtuebr2ed491  · Partagé avec Public
Vous avez senti la panne vous ?C'est fou de voir la dépendance qu'on voue a Facebook et la connection interrelationnelle que le media nous apporte.#pannefacebook
En tant normal les utilisateurs du mode gratuit de Facebook ne doivent pas se plaindre...Bonne nuit les geeks!#P… Voir plus
"Due à une erreur de maintenance, la panne a rendue les réseaux inaccessibles pendant plusieurs heures Pour info, reel=courte video sur instagram  S.I.F.=sillon interfessier#panne #PanneFacebook #panneinstagram #tartie"
  · ttS5 po2o3f1chngii7cs50fotob6rr1ecec49ud8f  · Partagé avec Public
"Ah c'était ça !  #panneFacebook, #NousChatons"
"PANNE , BUG ou HACKING ? #pannefacebook #panneinstagram  #facebookdown #instagramdown"
Amani Mohamed se sent surpris.
Apparemment y a que moi qui n'a pas su qu'il y avait une coupure Facebook #PanneFacebook #coupurefacebook
  · ttS3 pjuo3i1chngiillse0fot 26r01ec1c99ud8f  · Partagé avec Public
"#PanneFacebook Heureusement que #D_à_créé_YouTubeÀ l’approche de la 25eme Hiloula de #notre_Rabbi à tous, samedi prochain, je vous propose de visionner cette vidéo seul, en couple ou en famille >>>"
"youtube.comTrésor caché - Dévoiler le potentiel qui se trouve dans chaque individuEn l'honneur du 25 ème anniversaire de Guimel Tamouz, JEM présente une vidéo inspirante intitulé ""Trésor caché"" - dévoiler le potentiel qui se trouve dans ch..."
Trésor caché - Dévoiler le potentiel qui se trouve dans chaque individu
"En l'honneur du 25 ème anniversaire de Guimel Tamouz, JEM présente une vidéo inspirante intitulé ""Trésor caché"" - dévoiler le potentiel qui se trouve dans ch..."
J'ose croire que cette panne des réseaux sociaux a ouvert les yeux à cette classe d'entrepreneurs qui bâtissent l'intégralité de leur activité autour des réseaux sociaux combien ils étaient vulnérables.Grandissez !Devenez autonome !… Voir plus
Pierre-Yves Villeneuve - auteur
  · 9i5 th53Sh1mocp8lmo29nmgst0ob19o1rrm9elde1  · Partagé avec Public
Le message qu’on devrait automatiquement voir quand il y a une panne de FacebookInstagramWhatsAppMessenger :#panne #PanneFacebook #calmos
  · 9i14th53S 1mmap8lmo29nmrss0 219o01rm9eld91  · Partagé avec Public
"Je sais que ce n'est pas le moment, mais vraiment ْشعب موسْوس! #PanneFacebook"
Elizabeth-Jasmine Melloul MH
J’imagine la tronche de plusieurs personnes hier!!  #pannefacebook
  · 9i9 th53Sh1ma8p8lmo29nmgsa0vr19o1irm9eldl1  · Partagé avec Public
"Facebook, Instagram et Messenger ont subi une panne ce jeudi soir.Les services de Facebook ont été inaccessibles pendant plus d'une dizaine de minutes .La panne a affecté tous les appareils, y compris le Web et les applications mobiles. Certains liens directs semblent fonctionner dans nos brefs tests, mais la navigation directe vers la page d’accueil était interrompue sur Facebook. Près de 150000 rapports ont été signalés.… Voir plus"
Navré que vous ayez été privés de ma superbe pendant plus de 6 heures…  #TheReturn #abonentendeur #PanneFacebook
  · 5 3a3tftSfap2ocotna1cc8sl38tl0oorelbdr1e34  · Partagé avec Public
  · mt3a3tS12f0 2nopove1mnbsreocl7cl rle2011d4158  · Partagé avec Public
"C'est le retour du service après une ""panne"" de Facebook de 20 minutes pour l'Est des États-Unis, le sud-est du Canada et le Brésil... #FacebookDown #PanneFacebook"
"Ha alors c'est ça votre ""Grand Reset"" ?Bah c'est tout pourri.#pannefacebook #holdup"
  · 4 3a3tftSfap2ocotna1cc8sl38tl0oorelbdr1e34  · Partagé avec Public
  · 3 ja3uftSfap2icotnllec8slt8 l02orel0d11934  · Partagé avec Public
"WhatsApp, Instagram, Messenger: une panne touche l'ensemble des services de Facebook.Vous n'arrivez plus à recevoir de photos sur WhatsApp ou à publier des stories sur Instagram? Vous n'êtes pas seul(e). Depuis ce 3 juillet aux alentours de 16h, de nombreux internautes rapportent des difficultés à envoyer et recevoir des messages WhatsApp et Messenger. D'après le site Down Detector, qui recense les pannes informatiques à travers le monde, Facebook et Instagram sont égalemen… Voir plus"
  · h664htSa poncoaa4cmsgore4itmo12blm0r293def  · Partagé avec Public
Olivier Ona a actualisé son statut.
  · h665htSa poncoaa4cmsgore4itmo12blm0r293def  · Partagé avec Public
#PanneFacebook | À combien s'élève les pertes des entreprises gabonaises dans la journée du 04 Octobre 2021 suite à la panne du réseau social Facebook ?#Gabon #facebookpost #facebookads
  · 3 66jhtSauponciaa4lmsgore4ilme12tlm0 203d19  · Partagé avec Public
  · aa0tS853h2ft5 4op07actgotn3s1o2br1oreemt1d  · Partagé avec Public
Oliwon Lakarayib se sent très bien.
Ça s'passe à Dour - La page
  · aa0tS813h3 t5m4ap07arsgotn3s1 2011ore9mt1d  · Partagé avec Public
Juste pour info... #FacebookDown #PanneFacebook
lesoir.beFacebook et Instagram touchés par une panne mondialeUn message de maintenance s’affiche.
Facebook et Instagram touchés par une panne mondiale
Un message de maintenance s’affiche.
J’étais séparés de mes humains préférés  #panneinsta#pannewhatsapp#pannefacebook#pannemessengerMe… Voir plus
Ça s'passe à Dour - La pageÇa s'passe à Dour ...
  · aa0tS813h4 t5m4ap07arsgotn3s1 2011ore9mt1d  · Partagé avec Groupe public
Vous l'avez certainement remarqué hier soir... #FacebookDown #PanneFacebook
  · 5c 1l3tafSpoa5o4ncthsoo1rt5t7m1utehbru1dte0  · Partagé avec Public
#PanneFacebook | De 16H à 23H : On estime à 1.280Milliards$ US les pertes générées par la panne des serveurs de Facebook (on parle de 160Millions$ US par heure !!!). Mark Zuckerberg a lui perdu 5.3% de sa fortune personnelle soit 6.4Milliards$ US !Vive les SMS et les réseaux sociaux concurrents ?… Voir plus
27l3fSpoa5 avsro1ritlue 2011t40  · 
#pannefacebook!!! C'est l'affaire de la matinée!!! Mais tout va bien c'est reparti!!  — avec Guillaume Drouot.
14l3fSpoa5 avsro1ritlue 2011t90  · 
Une autre matinée Twesswiss pour les facebookers dz! (Sinialawni!!) #yakhihala #PanneFacebook
5 l3fSpoa5octsoo1r5muthbrude  · 
"Function bonjour (){If $Bonjour = ""#Bonjour""   Echo ""Bonjour !"";Else    Echo ""GRMBLX"";}… Voir plus"
"Quel était votre première réflexion,votre réaction quand Facebook, Whatsapp, instagram ne pourraient afficher correctement ? Moi, ma première réflexion, je me suis dit que mon réseau Internet est passé à 2G. Alors, j'essayais  de redémarrer mon téléphone à plusieurs reprises, ça ne marche pas toujours. Je suis allé vérifier mes données. J'avais plus de 20 GB disponible. J'étais vraiment inquiet parce que je ne savais pas si c'était les géants des réseaux sociaux qui avaient… Voir plus"
"Si nous commençons pas maintenant à travailler sur ce que nous voulons vraiment dans la VIE, IL sera trop tard demain"
58Si31moln o6ctmobr0ec281  · 
"La panne de Facebook a été causée par un ""changement de configuration défectueux"" des routeurs qui ""coordonnent le trafic entre les serveurs"", annonce officielle dans la nuit de lundi à mardi.  Cet incident devrait apporter de l'eau au moulin des détracteurs de la société Californienne, car il démontre son immense emprise sur la vie quotidienne. … Voir plus"
Le gars fiable - Pierre Pietro Mancini
"SVP! Impossible d'être le changement que je veux voir dans le monde, si le monde ne me voit pas...  Je sais que ça ne risque pas de réarriver de si tôt et néanmoins, vous savoir ""avec moi"" ailleurs qu'ici me permettrait de dormir tranquille...!   Infolettre : https:bit.lyinfolettrelgfYouTube : https:youtube.comchannelUC27Y6J5G-_y_zom6uCXQklw#P… Voir plus"
"Je ne suis pas chef est à Glasgow, Scotland."
"58Si31moln o6ctmobr0ec281  · Glasgow, Royaume-Uni  · "
 Christelle.... De Glasgow. Aye le Monde J'espère que vous allez tous bien. … Voir plus
"Zuckerberg perd 5,9 milliards de dollars en une journée alors que Facebook fait face à une rare panne. Les actions de la startup ont chuté de 4,8% diminuant ainsi la fortune du jeune prodige qui atteint en ce moment à peine 117 milliards de dollars au total. Mark Zuckerberg est maintenant la sixième personne la plus riche du monde. Sources Forbes#facebookdown"
16 162 commentaires17 partages
Les ami(e)s qui aiment le Pasteur Louison TUNASI
"307t otlc1Satpomoihin0bcsreohr, 2e01hd1t:301448m"
Ceux qui ont regardé #The100 #Netflix comprendrait.....
T'es au courant ? - Communication
"[ Newsjacking ] L'agence Buzzman qui réagit à la panne mondiale de Facebook, c'est ce qui s'appelle un coup de maître ! "
341 3417 commentaires27 partages
Gendarmerie de Loire-Atlantique
[#CYBERSECURITE]  C’est le #facebookdown !
160 16011 commentaires40 partages
3.2.1... Le prophète parle !
11 1126 commentaires3 partages
"Instagram et Messenger inaccessibles pour des milliers d’utilisateursD’importants dysfonctionnements ont été signalés à partir de 19 heures, heure française, rendant difficile l’accès à des services du groupe Meta, notamment Instagram et Messenger« Sorry, something went wrong. » Plusieurs services du groupe Meta, dont Instagram et Messenger (intégré à Facebook), étaient pour certains utilisateurs inaccessibles ou ralentis ce mercredi soir. Downdetector, un site qui permet à… Voir plus"
"Facebook, Instagram, Whatsapp down ... Tous accros ? "
"Alors je vais pas vous embêteravec les détails techniques, en"
87 8759 commentaires42 partages
Toto et ses blagues - News
"Les Techniciens de Facebook, Instagram et WhatsApp en ce moment"
293 29321 commentaires81 partages
"Avec la giga panne Facebook, Messenger, Instagram etc… je pense à tous les mecs qui ont envoyé « viens chez moi je suis seul, ma femme ne rentre que dans 3 heures » à leur maîtresse hier à 22h00."
71 7110 commentaires11 partages
"NOUVELLE PANNE FACEBOOK, INSTAGRAM, MESSENGER, WHATSAPP "
24 2412 commentaires70 partages
Charles Blé Goudé  Président de la République de Cote d`Ivoire en 2025
"60 ntli2hovl8e1mSuponsbrme,5o 00iir7:66l7ehd050g"
"Ne subissez plus les pannes de Facebook, WhatsApp ou autres.Maintenez le contact avec vos clients par SMS  grâce à Mobile Plus."
Instagram et Messenger inaccessibles pour des milliers d’utilisateurs ce soir
Vos réactions pour la panne d’hier. Racontez nous un peu 
86 8615 commentaires8 partages
" FLASH - Les données personnelles d’1,5 milliard d’utilisateurs de #Facebook sont en vente sur un forum de hacking. Elles contiennent notamment les noms, prénoms, numéros de téléphone, adresses e-mail, la localisation et le genre. (Privacy Affairs)"
371 37194 commentaires95 partages
"Les 35.000 utilisateurs de Twitter au #Burkina ont eu leur instant de gloire.  Les 1,90 millions de facebookeurs déplacés internes ont trop eu la tord ."
36 3620 commentaires8 partages
61 6126 commentaires1 partage
23 2317 commentaires38 partages
"[RESEAUX SOCIAUX]  Facebook, Instagram et Whatsapp sont revenus dans la nuit après environ 7h de panne suite à un changement de configuration. "
102 10299 commentaires97 partages
"La fortune personnelle du PDG de Facebook, #MarkZuckerberg a chuté de près de 7 milliards de dollars en quelques heures durant cette panne mondiale, le faisant tomber d’un cran sur la liste des personnes les plus riches du monde.#hespressfr #facebook #instagram #whatsapp #pannemondiale #facebookdown"
338 33864 commentaires62 partages
#FacebookDown #InstagramDown #WhatsappDown #MessengerDown
269 26925 commentaires22 partages
Quand Facebook annonce sur Twitter à propos du retour en lignes de ses  #ServerDown #FacebookDown #WhatsAppDown #InstagramDown
Le mardi de 9H à 13H et le vendredi de 16H à 19H c'est jour de marché à la ferme Les Légumes du Château 14 rue Verte 27600 Gaillon. Vous trouverez la disponibilité des légumes du jour sur notre nouveau site Web mis à jour régulièrement. À cause d'un trop grand nombre de visites sur notre page Facebook nous avons peut être bloqué les réseaux sociaux hier  #instagramdown #facebookdown #whatsappdown
"leslegumesduchateau.frLes légumes du Château | Les légumes du jour !Quels Légumes ? Quels prix ? Il y a aussi des PROMOS sur place en fonction des quantités disponibles à la ferme. Quand une variété est abondante, nous en faisons toujours profiter nos clients."
32 322 commentaires13 partages
🧔🏻‍♂️ #FACEBOOK CRASH EN PLEIN LIVE ! Live informatif et qui c’est qui vient causer un petit peu avec nous notre ami Fly Rider de Je demande à savoir #JDS￼#pannemondiale #facebookdown #facebookdown #instagramdown #instadown #WhatsApp #WhatsApp #Zuckerberg #Messengerdown #Facebook #instagramisdown
"3,3 K 3,3 K2,8 K commentaires2,8 K partages"
Bonjour Facebook. J'espère que vous êtes heureux d'être à nouveau connectés ! 
297 29735 commentaires46 partages
Basique du moment Force à Mark Zuckerberg et à ceux qui n’ont pas pu stalker leurs cavaliers préf de la soirée hier  #instagramdown #facebookdown
70 7030 commentaires6 partages
Le malin des enfants de tonton mathurin tchiaaa.Même quand tu ne vas jamais au village c’est pas comme ça on te rappelle ça.Les gens de Twitter ont crié sur nous là-bas deh pffff #facebookdown
"1,2 K 1,2 K31 commentaires7 partages"
"#Meta #Metaverse - Depuis hier, plus de 1,4 million de tweets évoquent le changement de nom de #Facebook ! Même si la nouvelle est très commentée, elle fait 3 fois moins réagir les internautes que #facebookdown le 4 octobre (4,3 millions de tweets) "
"Avec sa panne, Facebook s’est écroulé en bourse lundi. Mais Mark Zuckerberg reste quand même la 5ème personne la plus riche de la planète, avec une fortune estimée à plus de 120 milliards de dollars, selon Bloomberg."
209 20911 commentaires20 partages
FDN antidépresseurs assurés 
41 416 commentaires20 partages
#FacebookDown C'était difficile pour tout le monde aujourd'hui : 
"lemonde.frFacebook et Instagram en panneDe nombreux utilisateurs européens et américains de Facebook et d’Instagram connaissaient des difficultés, mardi après-midi, pour se connecter aux plates-formes."
372 372306 commentaires140 partages
"#InternetShutDown #FacebookDown, #InstagramDown, #WhatsappDown Notre avocat des causes perdues défend ces utilisateurs qui ont vécu l'enfer pendant plus de 6 heures"
alors de retrouver l'avocat descos perdues. Bonjour Matthieu
64 643 commentaires4 partages
28 284 commentaires10 partages
Le mardi de 9H à 13H et le vendredi de 16H à 19H c'est jour de marché à la ferme Les Légumes du Château 14 rue Verte 27600 Gaillon. Vous trouverez la disponibili… Voir plus
C'ÉTAIT CHAUD !VOUS NOUS AVEZ MANQUÉ#FACEBOOKDOWN
Comment vérifier si les réseaux sociaux sont en panne ? https:progresser-en-maths.comles-reseaux-sociaux-sont... #facebookdown #instagramdown
"progresser-en-maths.comLes réseaux sociaux sont-ils en panne ? Voici comment vérifierUne panne affecterait à l’instant où j’écris cet article les sites et services de médias sociaux populaires, à avoir Facebook, Facebook Messenger, Instagram et WhatsApp, qui sont tous en panne pour le moment. Au cours des derniers mois, les quatre services ont subi de longues pannes, ..."
"Bon allez, après six heures de réparation, je file me coucher... Ne me remerciez pas, c'est pour moi ! "
Et ça ne vous coutera pas 6 milliards !  #facebookdown #instagramdown #whatsappdown
"1,9 K 1,9 K171 commentaires182 partages"
Test #facebookdown #instagramdown
"Retour sur nos matchs du week-end  (avec un peu de retard, eh non ce n’est pas la faute de la SNCF mais bien à cause du fameux #facebookdown)"
23 232 commentaires2 partages
"Coucou les amis,J’espère que vous passez un bon début de semaine.  Je sais que certains d’entre vous ont mal vécu le #facebookdown Restons positif il n’y a pas que les réseaux sociaux dans la vie. Entre temps je continue à me donner à fond pour mes projets. Il ne reste plus que quelques jours avant le jour de la finale. Je compte sur vous pour me soutenir Env… Voir plus"
45 4510 commentaires6 partages
"La réaction des gens après que Facebook, whatsapp et instagram soient suspendus..."
"Avant de m'insulter, sache que je sais avec qui ta femme te trompe #facebookdown #whatsappdown #instadown"
75 756 commentaires1 partage
Petit résumé de la soirée d'hier...#facebookdown #instagramdown #whatsappdown
"1,1 K 1,1 K35 commentaires36 partages"
𝐋𝐞 𝐃𝐨𝐰𝐧 𝐝𝐞𝐬 𝐚𝐩𝐩𝐥𝐢𝐜𝐚𝐭𝐢𝐨𝐧𝐬 𝐅𝐚𝐜𝐞𝐛𝐨𝐨𝐤 !
10 1014 commentaires66 partages
Le #FacebookDown  #InstagramDown  #WhatsAppDown fait quelques heureux...
"frandroid.comPanne Facebook et WhatsApp : Twitter et Signal jubilent, Telegram patineLa panne de DNS de Facebook et WhatsApp aura eu des répercussions sur d'autres services concurrents. Pour le meilleur et pour le pire."
133 13321 commentaires6 partages
Android Mobiles et Tablettes
"Des pannes en veux-tu, en voilà !"
"android-mt.com#NetflixDown, #FacebookDown, #WhatsAppDown… Les pannes se multiplient sur le réseauLes pannes se multiplient ces derniers temps sur les réseaux sociaux de Meta (Facebook, etc.) et sur Netflix. Une mauvaise habitude qui pourrait se multiplier dans le futur ?"
"Une récente panne de Facebook déconcerte de nombreux utilisateurs, les rapports DownDetector https:1734811051.rsc.cdn77.orgdataimagesfull395105recent-facebook-outage-baffles-many-users-downdetector-reports.jpg?w=600?w=650"
"mycamer.netUne récente panne de Facebook déconcerte de nombreux utilisateurs, les rapports DownDetectorFacebook a subi une autre série de pannes quelques semaines seulement après que les principales applications de médias sociaux aient"
"#Facebook perdait 160 millions de dollars par heure depuis le début de la panne, et #Zuckerberg aurait déjà perdu 7 milliards de dollars, explique la journaliste US Joyce Karam de ""The National News"". Le cours en bourse décroche... #facebookdown #SocialMediaDown"
43 4334 commentaires21 partages
